"","PIG_DATE","PIG","DATE","OUA","WEANING_TIME","STALD","STI","GROUP","Newlytreated","BIRTHSOW","WEEK","SAMPLEWEEK","Florkem","Metacam","Zactran","Antibiotic","Treatment_group","Treatment_date","CorrectedGroup","RWA"
"365-2018-04-25","365-2018-04-25",365,"2018-04-25",0,3,"Farrow","Farrow","2018-04-25","Newlytreated",7707,"T02","Week 02",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-05-07","365-2018-05-07",365,"2018-05-07",0,3,"Farrow","Farrow","2018-04-25","Treated",7707,"T02","Week 04",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-05-15","365-2018-05-15",365,"2018-05-15",0,3,"1","1","2018-04-25","Treated",7707,"T02","Week 05",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-05-24","365-2018-05-24",365,"2018-05-24",0,3,"1","1","2018-04-25","Treated",7707,"T02","Week 06",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-05-29","365-2018-05-29",365,"2018-05-29",0,3,"1","1","2018-04-25","Treated",7707,"T02","Week 07",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-06-07","365-2018-06-07",365,"2018-06-07",0,3,"1","1","2018-04-25","Treated",7707,"T02","Week 08",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"365-2018-07-05","365-2018-07-05",365,"2018-07-05",0,3,"2","51","2018-04-25","Treated",7707,"T02","Week 14",1,1,0,"Florkem","T02","2018-04-26","2018-04-25","TTT"
"368-2018-05-07","368-2018-05-07",368,"2018-05-07",0,3,"Farrow","Farrow","2018-05-03","Treated",7464,"T03","Week 04",0,0,0,"0","0","0","2018-05-03","TTT"
"368-2018-05-15","368-2018-05-15",368,"2018-05-15",0,3,"1","8","2018-05-03","Treated",7464,"T03","Week 05",0,0,0,"0","0","0","2018-05-03","TTT"
"368-2018-05-24","368-2018-05-24",368,"2018-05-24",0,3,"1","8","2018-05-03","Treated",7464,"T03","Week 06",0,0,0,"0","0","0","2018-05-03","TTT"
"368-2018-05-29","368-2018-05-29",368,"2018-05-29",0,3,"1","8","2018-05-03","Treated",7464,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"368-2018-06-07","368-2018-06-07",368,"2018-06-07",0,3,"1","81","2018-05-03","Treated",7464,"T03","Week 08",0,0,0,"0","0","0","2018-05-03","TTT"
"368-2018-07-05","368-2018-07-05",368,"2018-07-05",0,3,"2","11","2018-05-03","Treated",7464,"T03","Week 14",0,0,0,"0","0","0","2018-05-03","TTT"
"370-2018-04-25","370-2018-04-25",370,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7868,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-05-07","370-2018-05-07",370,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7868,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-05-15","370-2018-05-15",370,"2018-05-15",1,3,"1","8","Untreated","Untreated",7868,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-05-24","370-2018-05-24",370,"2018-05-24",1,3,"1","8","Untreated","Untreated",7868,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-05-29","370-2018-05-29",370,"2018-05-29",1,3,"1","8","Untreated","Untreated",7868,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-06-07","370-2018-06-07",370,"2018-06-07",1,3,"1","81","Untreated","Untreated",7868,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"370-2018-07-05","370-2018-07-05",370,"2018-07-05",1,3,"3","51","Untreated","Untreated",7868,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"371-2018-05-24","371-2018-05-24",371,"2018-05-24",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 06",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"371-2018-05-29","371-2018-05-29",371,"2018-05-29",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 07",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"371-2018-06-07","371-2018-06-07",371,"2018-06-07",0,3,"1","5","2018-04-20","Treated",NA,"T01","Week 08",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"371-2018-07-05","371-2018-07-05",371,"2018-07-05",0,3,"2","11","2018-04-20","Treated",NA,"T01","Week 14",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"375-2018-04-25","375-2018-04-25",375,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7464,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-05-07","375-2018-05-07",375,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7464,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-05-15","375-2018-05-15",375,"2018-05-15",1,3,"1","4","Untreated","Untreated",7464,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-05-24","375-2018-05-24",375,"2018-05-24",1,3,"1","4","Untreated","Untreated",7464,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-05-29","375-2018-05-29",375,"2018-05-29",1,3,"1","4","Untreated","Untreated",7464,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-06-07","375-2018-06-07",375,"2018-06-07",1,3,"1","6","Untreated","Untreated",7464,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"375-2018-07-05","375-2018-07-05",375,"2018-07-05",1,3,"1","2","Untreated","Untreated",7464,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"376-2018-04-25","376-2018-04-25",376,"2018-04-25",0,3,"Farrow","Farrow","2018-04-25","Newlytreated",7868,"T02","Week 02",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-05-07","376-2018-05-07",376,"2018-05-07",0,3,"Farrow","Farrow","2018-04-25","Treated",7868,"T02","Week 04",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-05-15","376-2018-05-15",376,"2018-05-15",0,3,"1","1","2018-04-25","Treated",7868,"T02","Week 05",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-05-24","376-2018-05-24",376,"2018-05-24",0,3,"1","1","2018-04-25","Treated",7868,"T02","Week 06",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-05-29","376-2018-05-29",376,"2018-05-29",0,3,"1","1","2018-04-25","Treated",7868,"T02","Week 07",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-06-07","376-2018-06-07",376,"2018-06-07",0,3,"1","1","2018-04-25","Treated",7868,"T02","Week 08",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"376-2018-07-05","376-2018-07-05",376,"2018-07-05",0,3,"3","41","2018-04-25","Treated",7868,"T02","Week 14",0,1,1,"Zactran","T02","2018-05-02","2018-04-25","TTT"
"380-2018-04-25","380-2018-04-25",380,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7439,"UT","Week 02",0,1,1,"0","T02","2018-05-01","Untreated","UUU"
"380-2018-05-07","380-2018-05-07",380,"2018-05-07",0,3,"Farrow","Farrow","2018-05-03","Treated",7439,"T02","Week 04",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"380-2018-05-15","380-2018-05-15",380,"2018-05-15",0,3,"1","6","2018-05-03","Treated",7439,"T02","Week 05",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"380-2018-05-24","380-2018-05-24",380,"2018-05-24",0,3,"1","6","2018-05-03","Treated",7439,"T02","Week 06",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"380-2018-05-29","380-2018-05-29",380,"2018-05-29",0,3,"1","6","2018-05-03","Treated",7439,"T02","Week 07",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"380-2018-06-07","380-2018-06-07",380,"2018-06-07",0,3,"1","61","2018-05-03","Treated",7439,"T02","Week 08",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"380-2018-07-05","380-2018-07-05",380,"2018-07-05",0,3,"2","1","2018-05-03","Treated",7439,"T02","Week 14",0,1,1,"Zactran","T02","2018-05-01","2018-05-01","TTT"
"385-2018-04-25","385-2018-04-25",385,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7681,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-05-07","385-2018-05-07",385,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7681,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-05-15","385-2018-05-15",385,"2018-05-15",1,3,"1","4","Untreated","Untreated",7681,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-05-24","385-2018-05-24",385,"2018-05-24",1,3,"1","4","Untreated","Untreated",7681,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-05-29","385-2018-05-29",385,"2018-05-29",1,3,"1","4","Untreated","Untreated",7681,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-06-07","385-2018-06-07",385,"2018-06-07",1,3,"1","4","Untreated","Untreated",7681,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"385-2018-07-05","385-2018-07-05",385,"2018-07-05",1,3,"4","4","Untreated","Untreated",7681,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-04-25","390-2018-04-25",390,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7683,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-05-07","390-2018-05-07",390,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7683,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-05-24","390-2018-05-24",390,"2018-05-24",1,3,"1","9","Untreated","Untreated",7683,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-05-29","390-2018-05-29",390,"2018-05-29",1,3,"1","9","Untreated","Untreated",7683,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-06-07","390-2018-06-07",390,"2018-06-07",1,3,"1","91","Untreated","Untreated",7683,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"390-2018-07-05","390-2018-07-05",390,"2018-07-05",1,3,"3","5","Untreated","Untreated",7683,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"394-2018-05-15","394-2018-05-15",394,"2018-05-15",0,3,"1","1","2018-05-03","Treated",NA,"T03","Week 05",0,0,0,"0","0","0","2018-05-03","TTT"
"394-2018-05-24","394-2018-05-24",394,"2018-05-24",0,3,"1","9","2018-05-03","Treated",NA,"T03","Week 06",0,0,0,"0","0","0","2018-05-03","TTT"
"394-2018-05-29","394-2018-05-29",394,"2018-05-29",0,3,"1","9","2018-05-03","Treated",NA,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"395-2018-04-25","395-2018-04-25",395,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",8106,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-05-07","395-2018-05-07",395,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",8106,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-05-15","395-2018-05-15",395,"2018-05-15",1,2,"1","8","Untreated","Untreated",8106,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-05-24","395-2018-05-24",395,"2018-05-24",1,2,"1","3","Untreated","Untreated",8106,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-05-29","395-2018-05-29",395,"2018-05-29",1,2,"1","3","Untreated","Untreated",8106,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-06-07","395-2018-06-07",395,"2018-06-07",1,2,"1","3","Untreated","Untreated",8106,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"395-2018-07-05","395-2018-07-05",395,"2018-07-05",1,2,"4","6","Untreated","Untreated",8106,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"396-2018-05-07","396-2018-05-07",396,"2018-05-07",0,3,"Farrow","Farrow","2018-04-25","Treated",7464,"T02","Week 04",0,0,0,"0","0","0","2018-04-25","TTT"
"396-2018-05-15","396-2018-05-15",396,"2018-05-15",0,3,"1","8","2018-04-25","Treated",7464,"T02","Week 05",0,0,0,"0","0","0","2018-04-25","TTT"
"396-2018-05-24","396-2018-05-24",396,"2018-05-24",0,3,"1","9","2018-04-25","Treated",7464,"T02","Week 06",0,0,0,"0","0","0","2018-04-25","TTT"
"398-2018-04-25","398-2018-04-25",398,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",7868,"T01","Week 02",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"398-2018-05-07","398-2018-05-07",398,"2018-05-07",0,3,"Farrow","Farrow","2018-04-20","Treated",7868,"T01","Week 04",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
"399-2018-04-25","399-2018-04-25",399,"2018-04-25",0,3,"Farrow","Farrow","2018-04-25","Newlytreated",7594,"T02","Week 02",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-05-07","399-2018-05-07",399,"2018-05-07",0,3,"Farrow","Farrow","2018-04-25","Treated",7594,"T02","Week 04",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-05-15","399-2018-05-15",399,"2018-05-15",0,3,"1","8","2018-04-25","Treated",7594,"T02","Week 05",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-05-24","399-2018-05-24",399,"2018-05-24",0,3,"1","8","2018-04-25","Treated",7594,"T02","Week 06",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-05-29","399-2018-05-29",399,"2018-05-29",0,3,"1","9","2018-04-25","Treated",7594,"T02","Week 07",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-06-07","399-2018-06-07",399,"2018-06-07",0,3,"1","9","2018-04-25","Treated",7594,"T02","Week 08",0,0,0,"0","0","0","2018-04-25","TTT"
"399-2018-07-05","399-2018-07-05",399,"2018-07-05",0,3,"3","5","2018-04-25","Treated",7594,"T02","Week 14",0,0,0,"0","0","0","2018-04-25","TTT"
"400-2018-04-25","400-2018-04-25",400,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7594,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-05-07","400-2018-05-07",400,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7594,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-05-15","400-2018-05-15",400,"2018-05-15",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-05-24","400-2018-05-24",400,"2018-05-24",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-05-29","400-2018-05-29",400,"2018-05-29",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-06-07","400-2018-06-07",400,"2018-06-07",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"400-2018-07-05","400-2018-07-05",400,"2018-07-05",1,3,"4","4","Untreated","Untreated",7594,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-04-25","405-2018-04-25",405,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7883,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-05-07","405-2018-05-07",405,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",7883,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-05-15","405-2018-05-15",405,"2018-05-15",1,2,"1","8","Untreated","Untreated",7883,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-05-24","405-2018-05-24",405,"2018-05-24",1,2,"1","8","Untreated","Untreated",7883,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-05-29","405-2018-05-29",405,"2018-05-29",1,2,"1","8","Untreated","Untreated",7883,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-06-07","405-2018-06-07",405,"2018-06-07",1,2,"1","81","Untreated","Untreated",7883,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"405-2018-07-05","405-2018-07-05",405,"2018-07-05",1,2,"3","1","Untreated","Untreated",7883,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"415-2018-04-25","415-2018-04-25",415,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",7882,"T01","Week 02",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-05-07","415-2018-05-07",415,"2018-05-07",0,3,"Farrow","Farrow","2018-04-20","Treated",7882,"T01","Week 04",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-05-15","415-2018-05-15",415,"2018-05-15",0,3,"1","1","2018-04-20","Treated",7882,"T01","Week 05",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-05-24","415-2018-05-24",415,"2018-05-24",0,3,"1","1","2018-04-20","Treated",7882,"T01","Week 06",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-05-29","415-2018-05-29",415,"2018-05-29",0,3,"1","1","2018-04-20","Treated",7882,"T01","Week 07",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-06-07","415-2018-06-07",415,"2018-06-07",0,3,"1","1","2018-04-20","Treated",7882,"T01","Week 08",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"415-2018-07-05","415-2018-07-05",415,"2018-07-05",0,3,"2","41","2018-04-20","Treated",7882,"T01","Week 14",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"417-2018-05-15","417-2018-05-15",417,"2018-05-15",0,3,"1","8","2018-05-03","Treated",NA,"T03","Week 05",0,0,0,"0","0","0","2018-05-03","TTT"
"417-2018-05-24","417-2018-05-24",417,"2018-05-24",0,3,"1","8","2018-05-03","Treated",NA,"T03","Week 06",0,0,0,"0","0","0","2018-05-03","TTT"
"417-2018-05-29","417-2018-05-29",417,"2018-05-29",0,3,"1","8","2018-05-03","Treated",NA,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"417-2018-06-07","417-2018-06-07",417,"2018-06-07",0,3,"1","81","2018-05-03","Treated",NA,"T03","Week 08",0,0,0,"0","0","0","2018-05-03","TTT"
"417-2018-07-05","417-2018-07-05",417,"2018-07-05",0,3,"3","3","2018-05-03","Treated",NA,"T03","Week 14",0,0,0,"0","0","0","2018-05-03","TTT"
"418-2018-05-15","418-2018-05-15",418,"2018-05-15",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 05",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"418-2018-05-24","418-2018-05-24",418,"2018-05-24",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 06",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"418-2018-05-29","418-2018-05-29",418,"2018-05-29",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 07",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"418-2018-06-07","418-2018-06-07",418,"2018-06-07",0,3,"1","8","2018-04-20","Treated",NA,"T01","Week 08",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"418-2018-07-05","418-2018-07-05",418,"2018-07-05",0,3,"3","4","2018-04-20","Treated",NA,"T01","Week 14",1,1,0,"Florkem_early","T02","2018-05-01","2018-04-20","TTT"
"419-2018-04-25","419-2018-04-25",419,"2018-04-25",0,3,"Farrow","Farrow","2018-04-25","Newlytreated",NA,"T02","Week 02",0,0,1,"Zactran","T02","2018-04-26","2018-04-25","TTT"
"419-2018-05-24","419-2018-05-24",419,"2018-05-24",0,3,"1","8","2018-04-25","Treated",NA,"T02","Week 06",0,0,1,"Zactran","T02","2018-04-26","2018-04-25","TTT"
"419-2018-05-29","419-2018-05-29",419,"2018-05-29",0,3,"1","8","2018-04-25","Treated",NA,"T02","Week 07",0,0,1,"Zactran","T02","2018-04-26","2018-04-25","TTT"
"419-2018-06-07","419-2018-06-07",419,"2018-06-07",0,3,"1","81","2018-04-25","Treated",NA,"T02","Week 08",0,0,1,"Zactran","T02","2018-04-26","2018-04-25","TTT"
"419-2018-07-05","419-2018-07-05",419,"2018-07-05",0,3,"3","3","2018-04-25","Treated",NA,"T02","Week 14",0,0,1,"Zactran","T02","2018-04-26","2018-04-25","TTT"
"420-2018-04-25","420-2018-04-25",420,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",8113,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-05-07","420-2018-05-07",420,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",8113,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-05-15","420-2018-05-15",420,"2018-05-15",1,3,"1","4","Untreated","Untreated",8113,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-05-24","420-2018-05-24",420,"2018-05-24",1,3,"1","4","Untreated","Untreated",8113,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-05-29","420-2018-05-29",420,"2018-05-29",1,3,"1","4","Untreated","Untreated",8113,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-06-07","420-2018-06-07",420,"2018-06-07",1,3,"1","4","Untreated","Untreated",8113,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"420-2018-07-05","420-2018-07-05",420,"2018-07-05",1,3,"1","4","Untreated","Untreated",8113,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-04-25","425-2018-04-25",425,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7594,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-05-07","425-2018-05-07",425,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7594,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-05-15","425-2018-05-15",425,"2018-05-15",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-05-24","425-2018-05-24",425,"2018-05-24",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-05-29","425-2018-05-29",425,"2018-05-29",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-06-07","425-2018-06-07",425,"2018-06-07",1,3,"1","4","Untreated","Untreated",7594,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"425-2018-07-05","425-2018-07-05",425,"2018-07-05",1,3,"2","5","Untreated","Untreated",7594,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-04-25","435-2018-04-25",435,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7464,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-05-15","435-2018-05-15",435,"2018-05-15",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-05-24","435-2018-05-24",435,"2018-05-24",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-05-29","435-2018-05-29",435,"2018-05-29",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-06-07","435-2018-06-07",435,"2018-06-07",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"435-2018-07-05","435-2018-07-05",435,"2018-07-05",1,3,"2","3","Untreated","Untreated",7464,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"438-2018-05-15","438-2018-05-15",438,"2018-05-15",0,3,"1","3","2018-05-03","Treated",NA,"T03","Week 05",0,0,0,"0","0","0","2018-05-03","TTT"
"438-2018-05-24","438-2018-05-24",438,"2018-05-24",0,3,"1","3","2018-05-03","Treated",NA,"T03","Week 06",0,0,0,"0","0","0","2018-05-03","TTT"
"438-2018-05-29","438-2018-05-29",438,"2018-05-29",0,3,"1","3","2018-05-03","Treated",NA,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"438-2018-06-07","438-2018-06-07",438,"2018-06-07",0,3,"1","3","2018-05-03","Treated",NA,"T03","Week 08",0,0,0,"0","0","0","2018-05-03","TTT"
"438-2018-07-05","438-2018-07-05",438,"2018-07-05",0,3,"1","61","2018-05-03","Treated",NA,"T03","Week 14",0,0,0,"0","0","0","2018-05-03","TTT"
"440-2018-04-25","440-2018-04-25",440,"2018-04-25",1,3,"Farrow","Farrow","Untreated","Untreated",7464,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-05-07","440-2018-05-07",440,"2018-05-07",1,3,"Farrow","Farrow","Untreated","Untreated",7464,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-05-15","440-2018-05-15",440,"2018-05-15",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-05-24","440-2018-05-24",440,"2018-05-24",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-05-29","440-2018-05-29",440,"2018-05-29",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-06-07","440-2018-06-07",440,"2018-06-07",1,3,"1","5","Untreated","Untreated",7464,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"440-2018-07-05","440-2018-07-05",440,"2018-07-05",1,3,"2","4","Untreated","Untreated",7464,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"443-2018-06-07","443-2018-06-07",443,"2018-06-07",0,3,"1","91","2018-06-07","Newlytreated",NA,"T08","Week 08",0,0,0,"0","0","0","2018-06-07","TTT"
"443-2018-07-05","443-2018-07-05",443,"2018-07-05",0,3,"3","2","2018-06-07","Treated",NA,"T08","Week 14",0,0,0,"0","0","0","2018-06-07","TTT"
"444-2018-05-15","444-2018-05-15",444,"2018-05-15",0,2,"8","1","2018-05-03","Treated",NA,"T03","Week 05",0,0,0,"0","0","0","2018-05-03","TTT"
"444-2018-05-29","444-2018-05-29",444,"2018-05-29",0,2,"1","71","2018-05-03","Treated",NA,"T03","Week 07",0,0,0,"0","0","0","2018-05-03","TTT"
"444-2018-06-07","444-2018-06-07",444,"2018-06-07",0,2,"1","71","2018-05-03","Treated",NA,"T03","Week 08",0,0,0,"0","0","0","2018-05-03","TTT"
"445-2018-04-25","445-2018-04-25",445,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7639,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"445-2018-05-07","445-2018-05-07",445,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",7639,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"445-2018-05-15","445-2018-05-15",445,"2018-05-15",1,2,"1","2","Untreated","Untreated",7639,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
